date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:50	65409/65409	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:48%20GMT	https://w.ladicdn.com/s750x600/60c0437a3e70ad0020981917/cay-ghep-rang-implant-20230217032234-9mb7y.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x600/60c0437a3e70ad0020981917/cay-ghep-rang-implant-20230217032234-9mb7y.jpg	(from http://preview.ladipage.me/abw1)
10:23:50	36446/36446	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:48%20GMT	https://w.ladicdn.com/s450x500/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s450x500/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	(from http://preview.ladipage.me/abw1)
10:23:51	188180/188180	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:48%20GMT	https://w.ladicdn.com/s768x1397/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x1397/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	(from http://preview.ladipage.me/abw1)
10:23:51	36446/36446	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:49%20GMT	https://w.ladicdn.com/s650x800/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s650x800/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	(from http://preview.ladipage.me/abw1)
10:23:52	44325/44325	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:49%20GMT	https://w.ladicdn.com/s700x700/60c0437a3e70ad0020981917/463-20220323100157-20230217040551-hu0qi.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s700x700/60c0437a3e70ad0020981917/463-20220323100157-20230217040551-hu0qi.jpg	(from http://preview.ladipage.me/abw1)
10:23:52	169751/169751	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:50%20GMT	https://w.ladicdn.com/s768x1010/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x1010/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	(from http://preview.ladipage.me/abw1)
10:23:53	22226/22226	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:50%20GMT	https://w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-mis-c1-20230217064540-cr5qq.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-mis-c1-20230217064540-cr5qq.jpg	(from http://preview.ladipage.me/abw1)
10:23:53	45789/45789	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:51%20GMT	https://w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-straumann-20230217064540-fokkg.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-straumann-20230217064540-fokkg.jpg	(from http://preview.ladipage.me/abw1)
10:23:54	31554/31554	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:51%20GMT	https://w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-nobel-biocar-20230217064539-eqsnl.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-nobel-biocar-20230217064539-eqsnl.jpg	(from http://preview.ladipage.me/abw1)
10:23:54	27570/27570	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:52%20GMT	https://w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-biotem-20230217064540-rc2lx.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s500x600/60c0437a3e70ad0020981917/implant-biotem-20230217064540-rc2lx.jpg	(from http://preview.ladipage.me/abw1)
10:23:57	112270/112270	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:54%20GMT	https://w.ladicdn.com/s768x753/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x753/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	(from http://preview.ladipage.me/abw1)
10:23:58	438228/438228	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:56%20GMT	https://w.ladicdn.com/s700x900/60c0437a3e70ad0020981917/21-20230217072525-htepe.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s700x900/60c0437a3e70ad0020981917/21-20230217072525-htepe.png	(from http://preview.ladipage.me/abw1)
10:23:59	248868/248868	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:56%20GMT	https://w.ladicdn.com/s700x900/60c0437a3e70ad0020981917/12-20230217072525-ejgtc.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s700x900/60c0437a3e70ad0020981917/12-20230217072525-ejgtc.png	(from http://preview.ladipage.me/abw1)
10:23:59	195934/195934	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:56%20GMT	https://w.ladicdn.com/s768x2698/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x2698/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	(from http://preview.ladipage.me/abw1)
10:24:00	424447/424447	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:57%20GMT	https://w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/trios-20230110014634-qag3u-20230217075820-lwwwm.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/trios-20230110014634-qag3u-20230217075820-lwwwm.png	(from http://preview.ladipage.me/abw1)
10:24:00	356945/356945	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:58%20GMT	https://w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/penguinrfa-20230110014634-_3wxb-20230217075820-68cjs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/penguinrfa-20230110014634-_3wxb-20230217075820-68cjs.png	(from http://preview.ladipage.me/abw1)
10:24:01	454575/454575	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:58%20GMT	https://w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/dental-vibe-20230110014634-jb473-20230217075820-y0i4a.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/dental-vibe-20230110014634-jb473-20230217075820-y0i4a.png	(from http://preview.ladipage.me/abw1)
10:24:02	379155/379155	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:59%20GMT	https://w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/ct-cone-beam-3d-20230110014635-zw6ep-20230217075819-1unq3.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/ct-cone-beam-3d-20230110014635-zw6ep-20230217075819-1unq3.png	(from http://preview.ladipage.me/abw1)
10:24:05	167796/167796	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:24:03%20GMT	https://w.ladicdn.com/s768x1008/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x1008/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	(from http://preview.ladipage.me/abw1)
10:24:06	518907/518907	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:24:04%20GMT	https://w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/vo-trung-tuyet-doi-20230110014635-w0lvs-20230217075820-rvvts.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x550/60c0437a3e70ad0020981917/vo-trung-tuyet-doi-20230110014635-w0lvs-20230217075820-rvvts.png	(from http://preview.ladipage.me/abw1)
10:24:06	69248/69248	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:04%20GMT	https://w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5136-20220323100214-20230217082514-4pg6g.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5136-20220323100214-20230217082514-4pg6g.jpg	(from http://preview.ladipage.me/abw1)
10:24:07	58365/58365	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:04%20GMT	https://w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5135-20220323100214-20230217082514-v_znq.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5135-20220323100214-20230217082514-v_znq.jpg	(from http://preview.ladipage.me/abw1)
10:24:07	56212/56212	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:04%20GMT	https://w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5134-20220323100214-20230217082514-_mq4g.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5134-20220323100214-20230217082514-_mq4g.jpg	(from http://preview.ladipage.me/abw1)
10:24:10	71259/71259	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:08%20GMT	https://w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5133-20220323100214-20230217082514--riaz.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5133-20220323100214-20230217082514--riaz.jpg	(from http://preview.ladipage.me/abw1)
10:24:11	61633/61633	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:08%20GMT	https://w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5132-20220323100214-20230217082514-qiw2q.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5132-20220323100214-20230217082514-qiw2q.jpg	(from http://preview.ladipage.me/abw1)
10:24:12	52855/52855	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:10%20GMT	https://w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5131-20220323100157-20230217082514-ricvl.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x450/60c0437a3e70ad0020981917/5131-20220323100157-20230217082514-ricvl.jpg	(from http://preview.ladipage.me/abw1)
10:24:20	27081/27081	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:17%20GMT	https://w.ladicdn.com/s768x441/5c7362c6c417ab07e5196b05/lkYRh2Qy20200313061328.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x441/5c7362c6c417ab07e5196b05/lkYRh2Qy20200313061328.jpg	(from http://preview.ladipage.me/abw1)
10:24:22	67355/67355	---MCZ	200	added ('OK')	text/css	date:Sat,%2018%20Feb%202023%2003:24:19%20GMT	https://w.ladicdn.com/v2/source/ladipage.min.css?v=1676534351818	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/v2/source/ladipage.min2021.css	(from http://preview.ladipage.me/abw1)
10:24:22	161237/161237	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:24:19%20GMT	https://w.ladicdn.com/s768x971/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x971/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	(from http://preview.ladipage.me/abw1)
